asin,reviewText,summary,price,brand,title,star_review,rating_class,i_words_count,positive_tone_count,negative_tone_count,social_words_count,cognitive_proc_count,allure_count,moralization_count
B006IB5T4W,work great for dry winter hands and feet  love it,five stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",5,high,0,2,0,0,0,0,0
B006IB5T4W,too early to make a sound review of this product  thanks  ,five stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",5,high,0,0,0,0,0,0,0
B006IB5T4W,gets the job done ,five stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",5,high,0,0,0,0,0,0,0
B006IB5T4W,not as i thought it would be ,three stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",3,medium,1,0,0,0,1,0,0
B006IB5T4W,great for after shower or bath   skin feels so smoothe,five stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",5,high,0,1,0,0,0,0,0
B006IB5T4W,works fantastic on dry cracked hands,five stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",5,high,0,1,0,0,0,0,0
B006IB5T4W,the best  thick moisturizer to lock in the hydration  has many uses ,five stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",5,high,0,0,0,0,0,1,0
B006IB5T4W,great stuff  must have for raising babies,five stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",5,high,0,1,0,0,0,0,1
B006IB5T4W,still using it,four stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",4,high,0,0,0,0,0,0,0
B006IB5T4W,great for extra dry skin   feels greasy but does a great job   also great for lips ,five stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",5,high,0,3,0,0,0,0,0
B006IB5T4W,the greatest stuff on earth ,five stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",5,high,0,0,0,0,0,0,0
B006IB5T4W,difficult and messy to apply   prefer a cream,four stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",4,high,0,0,0,0,0,0,0
B006IB5T4W,awesome really works helped my cracked feet big time ,five stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",5,high,1,0,0,0,0,0,0
B006IB5T4W,can t live without this ,five stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",5,high,0,0,0,0,0,0,0
B006IB5T4W,the best thing out there for damaged dry skin ,five stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",5,high,0,0,0,0,0,1,0
B006IB5T4W,great product  keep skin feeling great    ,five stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",5,high,0,2,0,0,0,0,0
B006IB5T4W,bought 5 boxes  and will buy more,five stars,$11.29,Aquaphor,"Aquaphor Healing Ointment,Advanced Therapy Skin Protectant 14 Ounce ( Pack May Vary )",5,high,0,0,0,0,0,0,0
B006VS7VJ8,came nothing like how it was supposed too  and smelled funny ,one star,,Queen Helene,QUEEN HELENE Cocoa Butter Creme 4.8 oz,1,low,0,0,0,0,0,0,0
B006VS7VJ8,this is the best lotion for dry skin and smells great  i even use it on my face,five stars,,Queen Helene,QUEEN HELENE Cocoa Butter Creme 4.8 oz,5,high,2,1,0,0,0,1,0
B006VS7VJ8,very very small,one star,,Queen Helene,QUEEN HELENE Cocoa Butter Creme 4.8 oz,1,low,0,0,0,0,0,0,0
B006VS7VJ8,cheaper at walmart for larger size,one star,,Queen Helene,QUEEN HELENE Cocoa Butter Creme 4.8 oz,1,low,0,0,0,0,0,0,0
B006VS7VJ8,jar size deceiving  way too small for the price ,two stars,,Queen Helene,QUEEN HELENE Cocoa Butter Creme 4.8 oz,2,low,0,0,0,0,0,0,0
B006WYJM8Y,my favorite blush on ,five stars,$25.18,NARS,"NARS Blush, Gaiety",5,high,1,0,0,0,0,0,0
B006WYJM8Y,my daughter has freckles and she loves this blush ,five stars,$25.18,NARS,"NARS Blush, Gaiety",5,high,1,0,0,0,0,0,0
B006WZ9ZHQ,scented,five stars,$4.49,Rimmel,"Rimmel London Lasting Finish by Kate Lipstick, 014",5,high,0,0,0,0,0,0,0
B006WZ9ZHQ,excelente deal,five stars,$4.49,Rimmel,"Rimmel London Lasting Finish by Kate Lipstick, 014",5,high,0,0,0,0,0,0,0
B006WZ9ZHQ,forms threads    not a fan sorry,two stars,$4.49,Rimmel,"Rimmel London Lasting Finish by Kate Lipstick, 014",2,low,0,0,0,0,0,0,0
B006WZ9ZHQ,not a good color for golden tone skin ,two stars,$4.49,Rimmel,"Rimmel London Lasting Finish by Kate Lipstick, 014",2,low,0,1,0,0,0,0,0
B006WZ9ZHQ,love the color and the moisture it provides,four stars,$4.49,Rimmel,"Rimmel London Lasting Finish by Kate Lipstick, 014",4,high,0,1,0,0,0,0,0
B006WZ9ZHQ,arrived damaged and color was different,two stars,$4.49,Rimmel,"Rimmel London Lasting Finish by Kate Lipstick, 014",2,low,0,0,0,0,0,0,0
B006WZ9ZHQ,super pretty color  i just wish it lasted longer ,four stars,$4.49,Rimmel,"Rimmel London Lasting Finish by Kate Lipstick, 014",4,high,1,0,0,0,0,0,0
B006WZ9ZHQ,color is okay but doesn t last ,three stars,$4.49,Rimmel,"Rimmel London Lasting Finish by Kate Lipstick, 014",3,medium,0,0,0,0,0,0,0
B006WZ9ZHQ,the color is nice and neutral  but it has a weird flavor  it tastes like old cinnamon ,three stars,$4.49,Rimmel,"Rimmel London Lasting Finish by Kate Lipstick, 014",3,medium,0,0,0,0,0,0,0
B006WZ9ZHQ,like this brand of lipstick   stays on nicely ,five stars,$4.49,Rimmel,"Rimmel London Lasting Finish by Kate Lipstick, 014",5,high,0,0,0,0,0,0,0
B006WZ9ZHQ,he hand  to me,five stars,$4.49,Rimmel,"Rimmel London Lasting Finish by Kate Lipstick, 014",5,high,1,0,0,0,0,0,0
B0070Z6Y2G,left a gross residue in my hair that took multiple washes with normal shampoo to get out ,one star,$6.99,J.R. Liggett,"J.R. Liggett Bar Shampoo, Tea Tree Oil Formula, 3.5 Ounce",1,low,1,0,0,0,0,0,0
B0070Z6Y2G,best one of the bunch ,three stars,$6.99,J.R. Liggett,"J.R. Liggett Bar Shampoo, Tea Tree Oil Formula, 3.5 Ounce",3,medium,0,0,0,0,0,1,0
B0070Z6Y2G,this shampoo is amazing  leaves my head feeling fresh and you just need to use a tad ,five stars,$6.99,J.R. Liggett,"J.R. Liggett Bar Shampoo, Tea Tree Oil Formula, 3.5 Ounce",5,high,1,1,0,0,0,0,0
B0070Z6Y2G,best beard soap i ve used in years had to buy a soapbox for it though ,five stars,$6.99,J.R. Liggett,"J.R. Liggett Bar Shampoo, Tea Tree Oil Formula, 3.5 Ounce",5,high,1,0,0,0,0,1,0
B0070Z6Y2G,great sound for tiny speaker  have used it once for camping and it was great,five stars,$6.99,J.R. Liggett,"J.R. Liggett Bar Shampoo, Tea Tree Oil Formula, 3.5 Ounce",5,high,0,2,0,0,0,0,0
B0070Z6Y2G,very oily and left a lot of build up  the no poo method just isn t for me ,three stars,$6.99,J.R. Liggett,"J.R. Liggett Bar Shampoo, Tea Tree Oil Formula, 3.5 Ounce",3,medium,1,0,0,0,0,0,0
B0070Z6Y2G,horrible,one star,$6.99,J.R. Liggett,"J.R. Liggett Bar Shampoo, Tea Tree Oil Formula, 3.5 Ounce",1,low,0,0,0,0,0,0,0
B0070Z6Y2G,pretty moisturizing for my sensitive  curly hair ,four stars,$6.99,J.R. Liggett,"J.R. Liggett Bar Shampoo, Tea Tree Oil Formula, 3.5 Ounce",4,high,1,0,0,0,0,0,0
B0070Z6Y2G,used it once so far so good ,four stars,$6.99,J.R. Liggett,"J.R. Liggett Bar Shampoo, Tea Tree Oil Formula, 3.5 Ounce",4,high,0,1,0,0,0,0,0
B0070Z6Y2G,made my fine hair dry and flyaway ,two stars,$6.99,J.R. Liggett,"J.R. Liggett Bar Shampoo, Tea Tree Oil Formula, 3.5 Ounce",2,low,1,0,0,0,0,0,0
B0070Z6Y2G,really nice for the travel bag,five stars,$6.99,J.R. Liggett,"J.R. Liggett Bar Shampoo, Tea Tree Oil Formula, 3.5 Ounce",5,high,0,0,0,0,0,0,0
B0070Z6Y2G,it like it ,five stars,$6.99,J.R. Liggett,"J.R. Liggett Bar Shampoo, Tea Tree Oil Formula, 3.5 Ounce",5,high,0,0,0,0,0,0,0
B0073ULGQM,works great  i always have dry skin and this helps keep my face moisturized ,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,2,1,0,0,0,0,0
B0073ULGQM,love it  makes my skin look and feel great  fine lines have disappeared ,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,1,2,0,0,0,0,0
B0073ULGQM,excelente i loved,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,1,0,0,0,0,0,0
B0073ULGQM,liking it idk abt results yet,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,0,0,0,0,0,0,0
B0073ULGQM,love it  but one bottle was broken ,four stars,,Fiery Youth,Hard Candy Glow All the Way,4,high,0,1,0,0,0,0,0
B0073ULGQM,nice bottles but you can keep the corny gold pen ,three stars,,Fiery Youth,Hard Candy Glow All the Way,3,medium,0,0,0,0,0,0,0
B0073ULGQM,arrived in perfect condition ,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,0,0,0,0,0,0,0
B0073ULGQM,good quality bottles ,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,0,1,0,0,0,0,0
B0073ULGQM,these are good quality,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,0,1,0,0,0,0,0
B0073ULGQM,good product ,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,0,1,0,0,0,0,0
B0073ULGQM,perfect for what i need  tested one bottle upon arrival and no leaking  very happy ,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,1,1,0,0,0,0,0
B0073ULGQM,great quality and i really like the size  the gold pen is great and doesn t smudge,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,1,2,0,0,0,0,0
B0073ULGQM,just what i expected and needed,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,1,0,0,0,0,0,0
B0073ULGQM,as described ,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,0,0,0,0,0,0,0
B0073ULGQM,arrived unbroken,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,0,0,0,0,0,0,0
B0073ULGQM,great colors,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,0,1,0,0,0,0,0
B0073ULGQM,it is i wanted   i will order more in the future,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,2,0,0,0,0,0,0
B0073ULGQM,very smooth and soft on the face,four stars,,Fiery Youth,Hard Candy Glow All the Way,4,high,0,0,0,0,0,0,0
B0073ULGQM,haven t seen any changes  i am half way through the bottle ,three stars,,Fiery Youth,Hard Candy Glow All the Way,3,medium,1,0,0,0,0,0,0
B0073ULGQM,very good quality   ,five stars,,Fiery Youth,Hard Candy Glow All the Way,5,high,0,1,0,0,0,0,0
B007AS4ZD8,not very effective ,one star,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",1,low,0,0,0,0,0,0,0
B007AS4ZD8,products were dried and couldn t lift any hair at all ,one star,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",1,low,0,0,0,0,0,0,0
B007AS4ZD8,so easy to use and actually works  pleasantly surprised by these wax strips ,five stars,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",5,high,0,0,0,0,0,0,0
B007AS4ZD8,doesnt work,one star,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",1,low,0,0,0,0,0,0,0
B007AS4ZD8,doesn t work at all,one star,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",1,low,0,0,0,0,0,0,0
B007AS4ZD8,didn t really work for me ,two stars,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",2,low,1,0,0,0,0,0,0
B007AS4ZD8,horrible didn t work at all     ,one star,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",1,low,0,0,0,0,0,0,0
B007AS4ZD8,it doesn t work  save money don t buy ,one star,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",1,low,0,0,0,0,0,0,0
B007AS4ZD8,fast shipment   love the product ,five stars,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",5,high,0,1,0,0,0,0,0
B007AS4ZD8,i did not like it because it didn t work,one star,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",1,low,1,0,0,0,1,0,0
B007AS4ZD8,super   ,five stars,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",5,high,0,0,0,0,0,0,0
B007AS4ZD8,package came opened and squished ,two stars,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",2,low,0,0,0,0,0,0,0
B007AS4ZD8,the product was total waste  the wax is all dried up in all strips,one star,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",1,low,0,0,0,0,0,0,0
B007AS4ZD8,all of the underarm waxes came dried out and unusable  the bikini line worked well though ,two stars,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",2,low,0,0,0,0,0,0,0
B007AS4ZD8,i gave 4 stars because the wax in my opinion was not fresh  was not sticky enough ,four stars,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",4,high,2,0,0,0,1,0,0
B007AS4ZD8,doesn t work on me  hair hardly comes off i gave up ,two stars,$7.01,NAD'S,"Nad's Bikini and Underarm Strips with Moisture Plus Body Balm, 2.8 Ounce",2,low,2,0,0,0,0,0,0
B007CM4EQU,love this soap  smells lovely,five stars,$23.94,Indigo Wild,"Indigo Wild Patchouli Four Ways Zum Bars Goat's Milk Soap, 3 Oz. Each: Patchouli, Patchouli-Orange, Frankincense-Patchouli &amp; Patchouli-Mint",5,high,0,1,0,0,0,0,0
B007CM4EQU,cant go wrong with indigo eild products ,five stars,$23.94,Indigo Wild,"Indigo Wild Patchouli Four Ways Zum Bars Goat's Milk Soap, 3 Oz. Each: Patchouli, Patchouli-Orange, Frankincense-Patchouli &amp; Patchouli-Mint",5,high,0,0,0,0,0,0,1
B007CM4EQU,great smells and lather ,five stars,$23.94,Indigo Wild,"Indigo Wild Patchouli Four Ways Zum Bars Goat's Milk Soap, 3 Oz. Each: Patchouli, Patchouli-Orange, Frankincense-Patchouli &amp; Patchouli-Mint",5,high,0,1,0,0,0,0,0
B007CM4EQU,great scents and quality soap ,four stars,$23.94,Indigo Wild,"Indigo Wild Patchouli Four Ways Zum Bars Goat's Milk Soap, 3 Oz. Each: Patchouli, Patchouli-Orange, Frankincense-Patchouli &amp; Patchouli-Mint",4,high,0,1,0,0,0,0,0
B007CM4EQU,wife uses this stuff all the time,five stars,$23.94,Indigo Wild,"Indigo Wild Patchouli Four Ways Zum Bars Goat's Milk Soap, 3 Oz. Each: Patchouli, Patchouli-Orange, Frankincense-Patchouli &amp; Patchouli-Mint",5,high,0,0,0,0,0,0,0
B007CM4EQU,bought it for my dad who loves them  ty,five stars,$23.94,Indigo Wild,"Indigo Wild Patchouli Four Ways Zum Bars Goat's Milk Soap, 3 Oz. Each: Patchouli, Patchouli-Orange, Frankincense-Patchouli &amp; Patchouli-Mint",5,high,1,0,0,0,0,0,0
B007CM4EQU,love love love zum bars and indigo wild,five stars,$23.94,Indigo Wild,"Indigo Wild Patchouli Four Ways Zum Bars Goat's Milk Soap, 3 Oz. Each: Patchouli, Patchouli-Orange, Frankincense-Patchouli &amp; Patchouli-Mint",5,high,0,3,0,0,0,0,0
B007CM4EQU,love this product  especially at a price below retail ,five stars,$23.94,Indigo Wild,"Indigo Wild Patchouli Four Ways Zum Bars Goat's Milk Soap, 3 Oz. Each: Patchouli, Patchouli-Orange, Frankincense-Patchouli &amp; Patchouli-Mint",5,high,0,1,0,0,0,0,0
B007CM4EQU,love them ,five stars,$23.94,Indigo Wild,"Indigo Wild Patchouli Four Ways Zum Bars Goat's Milk Soap, 3 Oz. Each: Patchouli, Patchouli-Orange, Frankincense-Patchouli &amp; Patchouli-Mint",5,high,0,1,0,0,0,0,0
B007CM4EQU,love this soap ,five stars,$23.94,Indigo Wild,"Indigo Wild Patchouli Four Ways Zum Bars Goat's Milk Soap, 3 Oz. Each: Patchouli, Patchouli-Orange, Frankincense-Patchouli &amp; Patchouli-Mint",5,high,0,1,0,0,0,0,0
B007CM4EQU,love this my favorite soap ,five stars,$23.94,Indigo Wild,"Indigo Wild Patchouli Four Ways Zum Bars Goat's Milk Soap, 3 Oz. Each: Patchouli, Patchouli-Orange, Frankincense-Patchouli &amp; Patchouli-Mint",5,high,1,1,0,0,0,0,0
B007CM4EQU,awesome soap  i buy it repeatedly and is always good ,five stars,$23.94,Indigo Wild,"Indigo Wild Patchouli Four Ways Zum Bars Goat's Milk Soap, 3 Oz. Each: Patchouli, Patchouli-Orange, Frankincense-Patchouli &amp; Patchouli-Mint",5,high,1,1,0,0,0,0,0
B007CM4EQU,not nearly as good at the others they sell ,one star,$23.94,Indigo Wild,"Indigo Wild Patchouli Four Ways Zum Bars Goat's Milk Soap, 3 Oz. Each: Patchouli, Patchouli-Orange, Frankincense-Patchouli &amp; Patchouli-Mint",1,low,0,1,0,1,0,0,0
B007CM4EQU,smells great,four stars,$23.94,Indigo Wild,"Indigo Wild Patchouli Four Ways Zum Bars Goat's Milk Soap, 3 Oz. Each: Patchouli, Patchouli-Orange, Frankincense-Patchouli &amp; Patchouli-Mint",4,high,0,1,0,0,0,0,0
B007D1E83Y,great price for the product and love the product    ,five stars,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",5,high,0,2,0,0,0,0,0
B007D1E83Y,fantastic product  smells fantastic,five stars,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",5,high,0,2,0,0,0,0,0
B007D1E83Y,this soap is the best ever in my mind ,five stars,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",5,high,1,0,0,0,0,1,0
B007D1E83Y,love the scent ,four stars,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",4,high,0,1,0,0,0,0,0
B007D1E83Y,love it will keep ordering it   over and over again ,five stars,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",5,high,0,1,0,0,0,0,0
B007D1E83Y,love this soap,five stars,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",5,high,0,1,0,0,0,0,0
B007D1E83Y,love this soap  it smells so good   i love the frankincense and myrrh smell ,five stars,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",5,high,1,3,0,0,0,0,0
B007D1E83Y,my husband s favorite ,five stars,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",5,high,1,0,0,0,0,0,0
B007D1E83Y,this stuff is soap and it s for bathing ,five stars,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",5,high,0,0,0,0,0,0,0
B007D1E83Y,this smells fabulous ,five stars,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",5,high,0,0,0,0,0,0,0
B007D1E83Y,great soap great smell love it    ,five stars,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",5,high,0,3,0,0,0,0,0
B007D1E83Y,the scent is so wonderful  wish a bar lasted longer  but oh well  it s goat s milk soap ,five stars,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",5,high,0,0,0,0,0,0,0
B007D1E83Y,great deal,five stars,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",5,high,0,1,0,0,0,0,0
B007D1E83Y,love this soap and continue to use it regularly ,five stars,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",5,high,0,1,0,0,0,0,0
B007D1E83Y,amazing soap all the way around  not much to dislike ,five stars,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",5,high,0,1,0,0,0,0,0
B007D1E83Y,only received 4 bars     ,one star,$26.80,Indigo Wild,"Indigo Wild: Zum Bar Goat's Milk Soap, Frankincense &amp; Myrrh 3 oz",1,low,0,0,0,0,0,0,0
B007EITOSK,nice  googles,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,0,0,0,0,0,0
B007EITOSK,works well,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,0,0,0,0,0,0
B007EITOSK,what more can i say  they work,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,1,0,0,1,0,0,0
B007EITOSK,"good to protec the eye
manny",five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,1,0,0,0,0,0
B007EITOSK,works perfectly well  lights aren t uncomfortable to see trough ,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,0,0,0,0,0,0
B007EITOSK,item was delivered fast and is perfect  thank you ,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,0,0,0,0,0,0
B007EITOSK,dont fit very well,two stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,2,low,0,0,0,0,0,0,0
B007EITOSK,without the elastic they don t sit right ,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,0,0,1,0,0,1
B007EITOSK,i didn t receive the strap that goes behind my head to hold them on ,two stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,2,low,2,0,0,0,0,0,0
B007EITOSK,not super sunnies brand  small and narrow,one star,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,1,low,0,0,0,0,0,0,0
B007EITOSK,arrived quickly  product is exactly as expected ,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,0,0,0,0,0,0
B007EITOSK,works great ,four stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,4,high,0,1,0,0,0,0,0
B007EITOSK,they work great,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,1,0,1,0,0,0
B007EITOSK,these are great  cheap and get the job done ,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,1,0,0,0,0,0
B007EITOSK,they work,three stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,3,medium,0,0,0,1,0,0,0
B007EITOSK,poor quality,two stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,2,low,0,0,1,0,0,0,0
B007EITOSK,pretty standard tanning goggles  exactly what you would expect from product description ,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,0,0,0,0,0,0
B007EITOSK,a little tight on the nose and doesn t fit completely right  but worth it for the price ,four stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,4,high,0,0,0,0,0,0,1
B007EITOSK,works cool,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,0,0,0,0,0,0
B007EITOSK,the glasses came with only eye protectors    no band to keep on your head   are you kidding me  seriously disappointed,one star,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,1,low,1,0,1,0,0,0,0
B007EITOSK,showed that i would get but only received 2,one star,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,1,low,1,0,0,0,0,0,0
B007EITOSK,good glasses,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,1,0,0,0,0,0
B007EITOSK,you get what you pay for ,three stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,3,medium,0,0,0,0,0,0,0
B007EITOSK,do the job,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,0,0,0,0,0,0
B007EITOSK,work great just what i ordered,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,1,1,0,0,0,0,0
B007EITOSK,awesome eyewear at a great value ,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,1,0,0,0,0,0
B007EITOSK,came with one eye lens missing,one star,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,1,low,0,0,0,0,0,0,0
B007EITOSK,only just for lay down   cant really see through them   not worth it,one star,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,1,low,0,0,0,0,0,0,0
B007EITOSK,not soft or flexible as advertised ,three stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,3,medium,0,0,0,0,0,0,0
B007EITOSK,as described  essential for tanning ,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,0,0,0,0,0,0
B007EITOSK,exactly as described,five stars,$3.90,Super Sunnies,Super Sunnies Evo Flex Flexible - Random Color Selection - we Choose The Color,5,high,0,0,0,0,0,0,0
